Downloaded from https://mol.org on Oct 3, 2021. Inclusive species list based on approximate intersections with Political boundary polygon for the Mexico region. 


"Scientific Name","Common Name","Family","Taxonomic Group"
"Anax amazili","Amazon Darner","Aeshnidae","Dragonflies"
"Epitheca costalis","Slender Baskettail","Corduliidae","Dragonflies"
"Tramea abdominalis","Vermilion Saddlebags","Libellulidae","Dragonflies"
"Neoneura aaroni","Coral-Fronted Threadtail","Protoneuridae","Dragonflies"
"Argia lugens","Sooty Dancer","Coenagrionidae","Dragonflies"
"Enallagma praevarum","Arroyo Bluet","Coenagrionidae","Dragonflies"
"Argia sabino","Sabino Dancer","Coenagrionidae","Dragonflies"
"Gomphus externus","Plains Clubtail","Gomphidae","Dragonflies"
"Gomphus graslinellus","Pronghorn Clubtail","Gomphidae","Dragonflies"
"Enallagma signatum","Orange Bluet","Coenagrionidae","Dragonflies"
"Micrathyria hagenii","Thornbush Dasher","Libellulidae","Dragonflies"
"Enallagma vesperum","Vesper Bluet","Coenagrionidae","Dragonflies"
"Ischnura demorsa","Mexican Forktail","Coenagrionidae","Dragonflies"
"Erythemis collocata","Western Pondhawk","Libellulidae","Dragonflies"
"Brachymesia furcata","Red-Tailed Pennant","Libellulidae","Dragonflies"
"Enallagma basidens","Double-Striped Bluet","Coenagrionidae","Dragonflies"
"Pseudoleon superbus","Filigree Skimmer","Libellulidae","Dragonflies"
"Lestes alacer","Plateau Spreadwing","Lestidae","Dragonflies"
"Argia oenea","Fiery-Eyed Dancer","Coenagrionidae","Dragonflies"
"Neoerythromma cultellatum","Caribbean Yellowface","Coenagrionidae","Dragonflies"
"Cordulegaster dorsalis","Pacific Spiketail","Cordulegastridae","Dragonflies"
"Sympetrum corruptum","Variegated Meadowhawk","Libellulidae","Dragonflies"
"Progomphus borealis","Gray Sanddragon","Gomphidae","Dragonflies"
"Pantala hymenaea","Spot-Winged Glider","Libellulidae","Dragonflies"
"Argia sedula","Blue-Ringed Dancer","Coenagrionidae","Dragonflies"
"Erythemis plebeja","Pin-Tailed Pondhawk","Libellulidae","Dragonflies"
"Hesperagrion heterodoxum","Painted Damsel","Coenagrionidae","Dragonflies"
"Libellula croceipennis","Neon Skimmer","Libellulidae","Dragonflies"
"Phyllogomphoides stigmatus","Four-Striped Leaftail","Gomphidae","Dragonflies"
"Orthemis discolor","Carmine Skimmer","Libellulidae","Dragonflies"
"Micrathyria didyma","Three-Striped Dasher","Libellulidae","Dragonflies"
"Stylurus plagiatus","Russet-Tipped Clubtail","Gomphidae","Dragonflies"
"Tholymis citrina","Evening Skimmer","Libellulidae","Dragonflies"
"Rhionaeschna multicolor","Blue-Eyed Darner","Aeshnidae","Dragonflies"
"Argia carlcooki","Yaqui Dancer","Coenagrionidae","Dragonflies"
"Macrothemis inequiunguis","Jade-Striped Sylph","Libellulidae","Dragonflies"
"Paltothemis lineatipes","Red Rock Skimmer","Libellulidae","Dragonflies"
"Sympetrum illotum","Cardinal Meadowhawk","Libellulidae","Dragonflies"
"Libellula luctuosa","Widow Skimmer","Libellulidae","Dragonflies"
"Ischnura barberi","Desert Forktail","Coenagrionidae","Dragonflies"
"Dythemis nigrescens","Black Setwing","Libellulidae","Dragonflies"
"Enallagma exsulans","Stream Bluet","Coenagrionidae","Dragonflies"
"Enallagma novaehispaniae","Neotropical Bluet","Coenagrionidae","Dragonflies"
"Octogomphus specularis","Grappletail","Gomphidae","Dragonflies"
"Erpetogomphus crotalinus","Yellow-Legged Ringtail","Gomphidae","Dragonflies"
"Argia extranea","Spine-Tipped Dancer","Coenagrionidae","Dragonflies"
"Ischnura damula","Plains Forktail","Coenagrionidae","Dragonflies"
"Epitheca petechialis","Dot-Winged Baskettail","Corduliidae","Dragonflies"
"Macromia annulata","Bronzed River Cruiser","Corduliidae","Dragonflies"
"Pachydiplax longipennis","Blue Dasher","Libellulidae","Dragonflies"
"Lestes australis","Southern Spreadwing","Lestidae","Dragonflies"
"Orthemis ferruginea","Roseate Skimmer","Libellulidae","Dragonflies"
"Brachymesia herbida","Tawny Pennant","Libellulidae","Dragonflies"
"Perithemis tenera","Eastern Amberwing","Libellulidae","Dragonflies"
"Amphiagrion abbreviatum","Western Red Damsel","Coenagrionidae","Dragonflies"
"Sympetrum madidum","Red-Veined Meadowhawk","Libellulidae","Dragonflies"
"Erpetogomphus designatus","Eastern Ringtail","Gomphidae","Dragonflies"
"Oplonaeschna armata","Riffle Darner","Aeshnidae","Dragonflies"
"Anax junius","Green Darner","Aeshnidae","Dragonflies"
"Phyllocycla breviphylla","Ringed Forceptail","Gomphidae","Dragonflies"
"Argia moesta","Powdered Dancer","Coenagrionidae","Dragonflies"
"Erpetogomphus eutainia","Blue-Faced Ringtail","Gomphidae","Dragonflies"
"Macrodiplax balteata","Marl Pennant","Libellulidae","Dragonflies"
"Gynacantha mexicana","Bar-Sided Darner","Aeshnidae","Dragonflies"
"Coryphaeschna adnexa","Blue-Faced Darner","Aeshnidae","Dragonflies"
"Archilestes grandis","Great Spreadwing","Lestidae","Dragonflies"
"Plathemis lydia","Common Whitetail","Libellulidae","Dragonflies"
"Aeshna persephone","Persephone's Darner","Aeshnidae","Dragonflies"
"Argia apicalis","Blue-Fronted Dancer","Coenagrionidae","Dragonflies"
"Ischnura perparva","Western Forktail","Coenagrionidae","Dragonflies"
"Hetaerina vulnerata","Canyon Rubyspot","Calopterygidae","Dragonflies"
"Argia hinei","Lavender Dancer","Coenagrionidae","Dragonflies"
"Ischnura denticollis","Black-Fronted Forktail","Coenagrionidae","Dragonflies"
"Argia nahuana","Aztec Dancer","Coenagrionidae","Dragonflies"
"Erythrodiplax minuscula","Little Blue Dragonlet","Libellulidae","Dragonflies"
"Libellula saturata","Flame Skimmer","Libellulidae","Dragonflies"
"Argia translata","Dusky Dancer","Coenagrionidae","Dragonflies"
"Enallagma anna","River Bluet","Coenagrionidae","Dragonflies"
"Argia barretti","Comanche Dancer","Coenagrionidae","Dragonflies"
"Argia immunda","Kiowa Dancer","Coenagrionidae","Dragonflies"
"Tramea lacerata","Black Saddlebags","Libellulidae","Dragonflies"
"Argia tonto","Tonto Dancer","Coenagrionidae","Dragonflies"
"Dythemis velox","Swift Setwing","Libellulidae","Dragonflies"
"Gomphus gonzalezi","Tamaulipan Clubtail","Gomphidae","Dragonflies"
"Tramea insularis","Antillean Saddlebags","Libellulidae","Dragonflies"
"Argia plana","Springwater Dancer","Coenagrionidae","Dragonflies"
"Ischnura posita","Fragile Forktail","Coenagrionidae","Dragonflies"
"Enallagma boreale","Boreal Bluet","Coenagrionidae","Dragonflies"
"Telebasis salva","Desert Firetail","Coenagrionidae","Dragonflies"
"Cordulegaster diadema","Apache Spiketail","Cordulegastridae","Dragonflies"
"Arigomphus submedianus","Jade Clubtail","Gomphidae","Dragonflies"
"Enallagma eiseni","Baja Bluet","Coenagrionidae","Dragonflies"
"Cannaphila insularis","Gray-Waisted Skimmer","Libellulidae","Dragonflies"
"Epitheca princeps","Prince Baskettail","Corduliidae","Dragonflies"
"Aphylla angustifolia","Broad-Striped Forceptail","Gomphidae","Dragonflies"
"Argia rhoadsi","Golden-Winged Dancer","Coenagrionidae","Dragonflies"
"Phyllogomphoides albrighti","Five-Striped Leaftail","Gomphidae","Dragonflies"
"Ischnura cervula","Pacific Forktail","Coenagrionidae","Dragonflies"
"Argia lacrimans","Sierra Madre Dancer","Coenagrionidae","Dragonflies"
"Erythemis attala","Black Pondhawk","Libellulidae","Dragonflies"
"Sympetrum signiferum","Spot-Winged Meadowhawk","Libellulidae","Dragonflies"
"Perithemis domitia","Slough Amberwing","Libellulidae","Dragonflies"
"Quercus tomentella","Island Oak","Fagaceae","Trees"
"Quercus dunnii","Dunn's Oak","Fagaceae","Trees"
"Pinus michoacana","Pino Lacio","Pinaceae","Trees"
"Arbutus arizonica","Arizona Madrone","Ericaceae","Trees"
"Cordia boissieri","Anacahuite","Boraginaceae","Trees"
"Holacantha emoryi","Crucifixion Thorn","Simaroubaceae","Trees"
"Ulmus crassifolia","Cedar Elm","Ulmaceae","Trees"
"Pinus ayacahuite","Mexican White Pine","Pinaceae","Trees"
"Sapium biloculare","null","Euphorbiaceae","Trees"
"Sabal mexicana","Texas Palmetto","Arecaceae","Trees"
"Pinus attenuata","Knobcone Pine","Pinaceae","Trees"
"Acer negundo","Ash-Leaf Maple","Sapindaceae","Trees"
"Juniperus deppeana","Alligator Juniper","Cupressaceae","Trees"
"Morus microphylla","Texas Mulberry","Moraceae","Trees"
"Pinus douglasiana","Gordon's Pine","Pinaceae","Trees"
"Quercus turbinella","Sonoran Scrub Oak","Fagaceae","Trees"
"Artemisia tridentata","Basin Sagebrush","Compositae","Trees"
"Pinus cooperi","Cooper's Pine","Pinaceae","Trees"
"Fraxinus dipetala","Two-Petal Ash","Oleaceae","Trees"
"Pinus oocarpa","Egg-Cone Pine","Pinaceae","Trees"
"Zanthoxylum fagara","Wild Lime","Rutaceae","Trees"
"Juniperus californica","California Juniper","Cupressaceae","Trees"
"Carya illinoensis","Pecan","Juglandaceae","Trees"
"Vauquelinia pauciflora","null","Rosaceae","Trees"
"Juglans microcarpa","Little Walnut","Juglandaceae","Trees"
"Bursera microphylla","Elephant-Tree","Burseraceae","Trees"
"Rhus lanceolata","Prairie Sumac","Anacardiaceae","Trees"
"Quercus pungens","Pungent Oak","Fagaceae","Trees"
"Acacia berlandieri","Berlandier Acacia","Leguminosae","Trees"
"Condalia globosa","Bitter Snakewood","Rhamnaceae","Trees"
"Yucca torreyi","Torrey's Yucca","Asparagaceae","Trees"
"Pinus montezumae","Montezuma Pine","Pinaceae","Trees"
"Ostrya virginiana","Ironwood","Betulaceae","Trees"
"Populus deltoides","Eastern Cottonwood","Salicaceae","Trees"
"Pinus pseudostrobus","Smooth-Barked Mexican Pine","Pinaceae","Trees"
"Celtis reticulata","Netleaf Hackberry","Cannabaceae","Trees"
"Rhus glabra","Smooth Sumac","Anacardiaceae","Trees"
"Citharexylum berlandieri","Negrito Fiddlewood","Verbenaceae","Trees"
"Juniperus monosperma","Oneseed Juniper","Cupressaceae","Trees"
"Pinus caribaea","Pitch Pine","Pinaceae","Trees"
"Yucca schottii","Schott's Yucca","Asparagaceae","Trees"
"Celtis lindheimeri","Palo Blanco","Cannabaceae","Trees"
"Populus tremuloides","Quaking Aspen","Salicaceae","Trees"
"Populus fremontii","Fremont's Cottonwood","Salicaceae","Trees"
"Chilopsis linearis","Desert-Willow","Bignoniaceae","Trees"
"Ostrya chisosensis","Chisos Hop-Hornbeam","Betulaceae","Trees"
"Prunus fremontii","Desert Apricot","Rosaceae","Trees"
"Pinus lawsonii","Lawson's Pine","Pinaceae","Trees"
"Yucca mohavensis","Mohave Yucca","Asparagaceae","Trees"
"Quercus rugosa","Netleaf Oak","Fagaceae","Trees"
"Quercus hypoleucoides","Silverleaf Oak","Fagaceae","Trees"
"Parkinsonia aculeata","Barbados Flowerfence","Leguminosae","Trees"
"Dalea spinosa","Smoke Tree","Leguminosae","Trees"
"Rhus ovata","Sugar Sumac","Anacardiaceae","Trees"
"Quercus virginiana","Southern Live Oak","Fagaceae","Trees"
"Prunus virginiana","Chokecherry","Rosaceae","Trees"
"Salix laevigata","Red Willow","Salicaceae","Trees"
"Cercocarpus betuloides","Birch-Leaf Mountain Mahog","Rosaceae","Trees"
"Prosopis juliflora","Ironwood","Leguminosae","Trees"
"Erythrina flabelliformis","Western Coral-Bean","Leguminosae","Trees"
"Erythrina herbacea","Redcardinal","Leguminosae","Trees"
"Acacia farnesiana","Cassie Flower","Leguminosae","Trees"
"Bumelia lanuginosa","Chittamwood","Sapotaceae","Trees"
"Taxodium mucronatum","Montezuma Bald Cypress","Cupressaceae","Trees"
"Quercus graciliformis","Chisos Oak","Fagaceae","Trees"
"Salix taxifolia","Yew-Leaf Willow","Salicaceae","Trees"
"Fremontodendron mexicanum","Mexican Flannelbush","Malvaceae","Trees"
"Pinus lambertiana","Sugar Pine","Pinaceae","Trees"
"Pinus leiophylla","Chihuahua Pine","Pinaceae","Trees"
"Cupressus guadalupensis","Guadeloupe Cypress","Cupressaceae","Trees"
"Amelanchier utahensis","Utah Serviceberry","Rosaceae","Trees"
"Rhamnus californica","California Buckthorn","Rhamnaceae","Trees"
"Quercus wislizeni","Interior Live Oak","Fagaceae","Trees"
"Quercus engelmannii","Mesa Oak","Fagaceae","Trees"
"Juniperus erythrocarpa","Pinchot Juniper","Cupressaceae","Trees"
"Pinus strobiformis","Chihuahua White Pine","Pinaceae","Trees"
"Bumelia celastrina","Saffron Plum","Sapotaceae","Trees"
"Cercidium macrum","Texas Paloverde","Leguminosae","Trees"
"Arctostaphylos pringlei","Pinkbracted Manzanita","Ericaceae","Trees"
"Photinia arbutifolia","Toyon","Rosaceae","Trees"
"Juglans major","Arizona Walnut","Juglandaceae","Trees"
"Pinus muricata","Bishop Pine","Pinaceae","Trees"
"Ceanothus spinosus","Greenbark Ceanothus","Rhamnaceae","Trees"
"Pinus engelmannii","Apache Pine","Pinaceae","Trees"
"Sambucus glauca","Blue Elderberry","Adoxaceae","Trees"
"Quercus oblongifolia","Sonoran Blue Oak","Fagaceae","Trees"
"Populus arizonica","Fremont's Cottonwood","Salicaceae","Trees"
"Avicennia germinans","Black Mangrove","Acanthaceae","Trees"
"Ungnadia speciosa","Mexican-Buckeye","Sapindaceae","Trees"
"Cercis occidentalis","California Redbud","Leguminosae","Trees"
"Solanum erianthum","Potato-Tree","Solanaceae","Trees"
"Acer grandidentatum","Bigtooth Maple","Sapindaceae","Trees"
"Eysenhardtia texana","Texas Kidneywood","Leguminosae","Trees"
"Quercus ajoensis","Ajo Mountain Scrub Oak","Fagaceae","Trees"
"Rhus microphylla","Littleleaf Sumac","Anacardiaceae","Trees"
"Dodonaea viscosa","Hopshrub","Sapindaceae","Trees"
"Pinus contorta","Lodgepole Pine","Pinaceae","Trees"
"Arbutus texana","null","Ericaceae","Trees"
"Quercus muehlenbergii","Chinkapin Oak","Fagaceae","Trees"
"Acacia tortuosa","Alabama Cossy","Leguminosae","Trees"
"Bursera fagaroides","Fragrant Bursera","Burseraceae","Trees"
"Sambucus mexicana","Desert Elderberry","Adoxaceae","Trees"
"Quercus arizonica","Arizona White Oak","Fagaceae","Trees"
"Helietta parvifolia","Barreta","Rutaceae","Trees"
"Fraxinus gooddingii","Goodding Ash","Oleaceae","Trees"
"Salix bonplandiana","Bonpland Willow","Salicaceae","Trees"
"Pinus jeffreyi","Jeffrey Pine","Pinaceae","Trees"
"Forestiera phillyreoides","Desert-Olive Forestiera","Oleaceae","Trees"
"Leucaena retusa","Littleleaf Leadtree","Leguminosae","Trees"
"Zanthoxylum hirsutum","Texas Hercules Club","Rutaceae","Trees"
"Salix lasiolepis","Arroyo Willow","Salicaceae","Trees"
"Salix exigua","Sandbar Willow","Salicaceae","Trees"
"Quercus gambelii","Gambel Oak","Fagaceae","Trees"
"Crataegus tracyi","Mountain Hawthorn","Rosaceae","Trees"
"Prunus serotina","Black Cherry","Rosaceae","Trees"
"Maclura pomifera","Osage-Orange","Moraceae","Trees"
"Morus rubra","Red Mulberry","Moraceae","Trees"
"Prosopis pubescens","Screw-Bean","Leguminosae","Trees"
"Quercus glaucoides","null","Fagaceae","Trees"
"Rhamnus crocea","Spiny Redberry","Rhamnaceae","Trees"
"Koeberlinia spinosa","Crown-Of-Thorns","Koeberliniaceae","Trees"
"Carya ovata","Shagbark Hickory","Juglandaceae","Trees"
"Pinus monophylla","Singleleaf Pinyon","Pinaceae","Trees"
"Libocedrus decurrens","Bastard Cedar","Cupressaceae","Trees"
"Acacia rigidula","Black Brush","Leguminosae","Trees"
"Cupressus arizonica","Arizona Cypress","Cupressaceae","Trees"
"Rhus laurina","Laurel Sumac","Anacardiaceae","Trees"
"Cowania mexicana","null","Rosaceae","Trees"
"Sapindus drummondii","Western Soapberry","Sapindaceae","Trees"
"Pithecellobium flexicaule","Ebony Blackbead","Leguminosae","Trees"
"Fraxinus cuspidata","Fragrant Ash","Oleaceae","Trees"
"Leucaena pulverulenta","Great Leadtree","Leguminosae","Trees"
"Ehretia anacua","Sugarberry","Boraginaceae","Trees"
"Pinus durangensis","Durango Pine","Pinaceae","Trees"
"Prunus ilicifolia","Holly-Leaved Cherry","Rosaceae","Trees"
"Nolina bigelovii","Beargrass","Asparagaceae","Trees"
"Nyssa sylvatica","Black Tupelo","Cornaceae","Trees"
"Alnus rhombifolia","White Alder","Betulaceae","Trees"
"Robinia neomexicana","Desert Locust","Leguminosae","Trees"
"Juniperus flaccida","Drooping Juniper","Cupressaceae","Trees"
"Salix scouleriana","Scouler Willow","Salicaceae","Trees"
"Quercus gravesii","Grave's Oak","Fagaceae","Trees"
"Fraxinus velutina","Velvet Ash","Oleaceae","Trees"
"Salix nigra","Black Willow","Salicaceae","Trees"
"Abies concolor","White Fir","Pinaceae","Trees"
"Rhamnus betulaefolia","null","Rhamnaceae","Trees"
"Quercus agrifolia","Coast Live Oak","Fagaceae","Trees"
"Platanus wrightii","Arizona Sycamore","Platanaceae","Trees"
"Acacia wrightii","Catclaw Acacia","Leguminosae","Trees"
"Washingtonia filifera","California Fan Palm","Arecaceae","Trees"
"Pinus quadrifolia","Parry Pinyon","Pinaceae","Trees"
"Fraxinus greggii","Gregg Ash","Oleaceae","Trees"
"Pseudotsuga menziesii","Coast Douglas-Fir","Pinaceae","Trees"
"Pinus coulteri","Coulter Pine","Pinaceae","Trees"
"Esenbeckia berlandieri","Berlandier's Jopoy","Rutaceae","Trees"
"Salix lasiandra","Pacific Willow","Salicaceae","Trees"
"Pinus pringlei","Pringle's Pine","Pinaceae","Trees"
"Pinus hartwegii","Hartweg's Pine","Pinaceae","Trees"
"Cercidium microphyllum","Foothill Palo Verde","Leguminosae","Trees"
"Ptelea trifoliata","Hoptree","Rutaceae","Trees"
"Yucca carnerosana","Giant Spanish Dagger","Asparagaceae","Trees"
"Cercocarpus breviflorus","Hairy Mountain-Mahogany","Rosaceae","Trees"
"Quercus mohriana","Mohr Oak","Fagaceae","Trees"
"Juniperus pinchotii","Pinchot Juniper","Cupressaceae","Trees"
"Larrea divaricata","Creosote Bush","Zygophyllaceae","Trees"
"Caesalpinia mexicana","Mexican Bird Of Paradise","Leguminosae","Trees"
"Cercis canadensis","Eastern Redbud","Leguminosae","Trees"
"Quercus toumeyi","Toumey Oak","Fagaceae","Trees"
"Acer glabrum","California Mountain Maple","Sapindaceae","Trees"
"Cereus giganteus","Suwarron","Cactaceae","Trees"
"Fagus grandifolia","American Beech","Fagaceae","Trees"
"Vauquelinia californica","Torrey's Vauquelinia","Rosaceae","Trees"
"Fraxinus berlandieriana","Mexican Ash","Oleaceae","Trees"
"Rhus choriophylla","Mearns Sumac","Anacardiaceae","Trees"
"Salix amygdaloides","Peach-Leaf Willow","Salicaceae","Trees"
"Quercus emoryi","Emory Oak","Fagaceae","Trees"
"Yucca treculeana","Trecul's Yucca","Asparagaceae","Trees"
"Forestiera angustifolia","Texas Forestiera","Oleaceae","Trees"
"Prunus lyonii","null","Rosaceae","Trees"
"Guaiacum angustifolium","Texas Lignum-Vitae","Zygophyllaceae","Trees"
"Condalia hookeri","Brasil Condalia","Rhamnaceae","Trees"
"Pinus teocote","Teocote Pine","Pinaceae","Trees"
"Acacia roemeriana","Roemer's Acacia","Leguminosae","Trees"
"Cornus glabrata","Brown Dogwood","Cornaceae","Trees"
"Fremontodendron californicum","California Flannel Bush","Malvaceae","Trees"
"Yucca elata","Soaptree Yucca","Asparagaceae","Trees"
"Pinus lumholtzii","Lumholtz's Pine","Pinaceae","Trees"
"Pistacia texana","American Pistachio","Anacardiaceae","Trees"
"Juniperus ashei","Ashe Juniper","Cupressaceae","Trees"
"Eysenhardtia polystachya","Kidneywood","Leguminosae","Trees"
"Cornus florida","Flowering Dogwood","Cornaceae","Trees"
"Rhus integrifolia","Lemonade Sumac","Anacardiaceae","Trees"
"Pinus greggii","Gregg's Pine","Pinaceae","Trees"
"Picea chihuahuana","Chihuahua Spruce","Pinaceae","Trees"
"Celtis laevigata","Sugar Hackberry","Cannabaceae","Trees"
"Olneya tesota","Desert Ironwood","Leguminosae","Trees"
"Platanus racemosa","California Sycamore","Platanaceae","Trees"
"Pinus cembroides","Mexican Pinyon","Pinaceae","Trees"
"Rhizophora mangle","American Mangrove","Rhizophoraceae","Trees"
"Pithecellobium pallens","Haujillo","Leguminosae","Trees"
"Salix hindsiana","Hinds' Willow","Salicaceae","Trees"
"Platanus occidentalis","Buttonwood","Platanaceae","Trees"
"Pinus ponderosa","Ponderosa Pine","Pinaceae","Trees"
"Sambucus canadensis","Elderberry","Adoxaceae","Trees"
"Pinus edulis","Colorado Pinyon","Pinaceae","Trees"
"Yucca faxoniana","Spanish Dagger","Asparagaceae","Trees"
"Cornus stolonifera","Redosier","Cornaceae","Trees"
